file,type,length,modification,result,match,
003905,Folk,10,original,Success,None,
003906,Folk,10,original,Success,None,
003908,Folk,10,original,Success,None,
003909,Folk,10,original,Success,None,
003910,Folk,10,original,Success,None,
003911,Folk,10,original,Success,None,
003912,Folk,10,original,Success,None,
003913,Folk,10,original,Success,None,
003920,Folk,10,original,Success,None,
003921,Folk,10,original,Success,None,
003950,Garage,10,original,Success,None,
004013,Folk,10,original,Success,None,
004017,Folk,10,original,Success,None,
004022,Hardcore,10,original,Success,None,
004037,Other,10,original,Success,None,
004066,Psych-Folk,10,original,Success,None,
004067,Psych-Folk,10,original,Success,None,
004068,Psych-Folk,10,original,Success,None,
004069,Psych-Folk,10,original,Success,None,
004070,Latin America,10,original,Success,None,
004071,Latin America,10,original,Success,None,
004072,Latin America,10,original,Success,None,
004073,Latin America,10,original,Success,None,
004074,Latin America,10,original,Success,None,
004075,Latin America,10,original,Success,None,
004076,Latin America,10,original,Success,None,
004077,Latin America,10,original,Success,None,
004078,Latin America,10,original,Success,None,
004079,Latin America,10,original,Success,None,
004080,Latin America,10,original,Success,None,
004091,International,10,original,Success,None,
004092,International,10,original,Success,None,
004093,International,10,original,Success,None,
004094,International,10,original,Success,None,
004095,International,10,original,Success,None,
004096,International,10,original,Success,None,
004097,International,10,original,Success,None,
004098,International,10,original,Success,None,
004099,International,10,original,Success,None,
004100,International,10,original,Success,None,
004101,International,10,original,Success,None,
004102,International,10,original,Success,None,
004103,International,10,original,Success,None,
004108,Rock,10,original,Success,None,
004232,Ethnic,10,original,Success,None,
004233,Ethnic,10,original,Success,None,
004234,Ethnic,10,original,Success,None,
004235,Ethnic,10,original,Success,None,
004236,Ethnic,10,original,Success,None,
004239,Ethnic,10,original,Success,None,
004450,Folk,10,original,Success,None,
004507,French,10,original,Success,None,
004508,French,10,original,Success,None,
004509,French,10,original,Success,None,
004510,French,10,original,Success,None,
004511,French,10,original,Success,None,
004519,Electronic,10,original,Success,None,
004520,Electronic,10,original,Success,None,
004521,Electronic,10,original,Success,None,
004522,Electronic,10,original,Success,None,
004682,Hip-Hop,10,original,Success,None,
004684,Hip-Hop,10,original,Success,None,
004685,Hip-Hop,10,original,Success,None,
004688,Hip-Hop,10,original,Success,None,
004777,Rock,10,original,Success,None,
004778,Rock,10,original,Success,None,
004779,Rock,10,original,Success,None,
004780,Rock,10,original,Success,None,
004781,Rock,10,original,Success,None,
004782,Rock,10,original,Success,None,
004784,Rock,10,original,Success,None,
004785,Rock,10,original,Success,None,
004786,Rock,10,original,Success,None,
004787,Rock,10,original,Success,None,
004788,Rock,10,original,Success,None,
004799,Rock,10,original,Success,None,
004835,Rock,10,original,Success,None,
004836,Rock,10,original,Success,None,
004838,Rock,10,original,Success,None,
004846,Middle East,10,original,Success,None,
004848,Middle East,10,original,Success,None,
004849,Middle East,10,original,Success,None,
005006,Punk,10,original,Success,None,
005156,Folk,10,original,Success,None,
005157,Folk,10,original,Success,None,
005158,Folk,10,original,Success,None,
005159,Folk,10,original,Success,None,
005169,Folk,10,original,Success,None,
005170,Folk,10,original,Success,None,
005171,Folk,10,original,Success,None,
005191,Pop,10,original,Success,None,
005264,Hip-Hop,10,original,Success,None,
005268,Hip-Hop,10,original,Success,None,
005376,Folk,10,original,Success,None,
005381,Folk,10,original,Success,None,
005521,Tecno,10,original,Success,None,
005879,Freak-folk,10,original,Success,None,
005936,Acoustic,10,original,Success,None,
005940,Accoustic,10,original,Success,None,
006329,International,10,original,Success,None,
006330,International,10,original,Success,None,
006331,International,10,original,Success,None,
006332,International,10,original,Success,None,
006333,International,10,original,Success,None,
006342,International,10,original,Success,None,
006354,International,10,original,Success,None,
006357,International,10,original,Success,None,
006358,International,10,original,Success,None,
006360,International,10,original,Success,None,
006363,International,10,original,Success,None,
006366,International,10,original,Success,None,
006367,International,10,original,Success,None,
006368,International,10,original,Success,None,
006370,International,10,original,Success,None,
006372,International,10,original,Success,None,
006373,International,10,original,Success,None,
006376,International,10,original,Success,None,
006379,International,10,original,Success,None,
006380,International,10,original,Success,None,
006381,International,10,original,Success,None,
006382,International,10,original,Success,None,
006383,International,10,original,Success,None,
006385,International,10,original,Success,None,
006387,International,10,original,Success,None,
006389,International,10,original,Success,None,
006390,International,10,original,Success,None,
006393,International,10,original,Success,None,
006394,International,10,original,Success,None,
006396,International,10,original,Success,None,
006406,Psych-Folk,10,original,Success,None,
006407,Psych-Folk,10,original,Success,None,
006439,Hip-Hop,10,original,Success,None,
006440,Hip-Hop,10,original,Success,None,
006442,Hip-Hop,10,original,Success,None,
006443,Hip-Hop,10,original,Success,None,
006448,Hip-Hop,10,original,Success,None,
006459,International,10,original,Success,None,
006461,Folk,10,original,Success,None,
006463,Folk,10,original,Success,None,
006467,Folk,10,original,Success,None,
006469,International,10,original,Success,None,
006517,Rock,10,original,Success,None,
006519,Rock,10,original,Success,None,
006603,Hip-Hop,10,original,Success,None,
006605,Hip-Hop,10,original,Success,None,
006606,Hip-Hop,10,original,Success,None,
006607,Hip-Hop,10,original,Success,None,
006608,Hip-Hop,10,original,Success,None,
006609,Hip-Hop,10,original,Success,None,
006610,Hip-Hop,10,original,Success,None,
006611,Hip-Hop,10,original,Success,None,
006674,Noise,10,original,Success,None,
006675,Noise,10,original,Success,None,
006677,Noise,10,original,Success,None,
006679,Noise,10,original,Success,None,
006680,Noise,10,original,Success,None,
006684,Noise,10,original,Success,None,
006762,Folk,10,original,Success,None,
006776,Death-Metal,10,original,Success,None,
006778,Death-Metal,10,original,Success,None,
006779,Folk,10,original,Success,None,
006782,Folk,10,original,Success,None,
006783,Folk,10,original,Success,None,
006788,Other,10,original,Success,None,
006802,International,10,original,Success,None,
006803,International,10,original,Success,None,
006854,Folk,10,original,Success,None,
006855,Folk,10,original,Success,None,
006856,Folk,10,original,Success,None,
006857,Psych-Folk,10,original,Success,None,
007011,Electronic,10,original,Success,None,
007373,Audio Collage,10,original,Success,None,
007374,Audio Collage,10,original,Success,None,
007375,Audio Collage,10,original,Success,None,
007376,Audio Collage,10,original,Success,None,
007377,Audio Collage,10,original,Success,None,
007378,Audio Collage,10,original,Success,None,
007379,Audio Collage,10,original,Success,None,
007381,Audio Collage,10,original,Success,None,
007383,Audio Collage,10,original,Success,None,
007385,Audio Collage,10,original,Success,None,
007386,Audio Collage,10,original,Success,None,
007388,Audio Collage,10,original,Success,None,
007391,Audio Collage,10,original,Success,None,
007393,Audio Collage,10,original,Success,None,
007481,Hip-Hop,10,original,Success,None,
007482,Hip-Hop,10,original,Success,None,
007483,Hip-Hop,10,original,Success,None,
007487,Hip-Hop,10,original,Success,None,
007488,Hip-Hop,10,original,Success,None,
007489,Hip-Hop,10,original,Success,None,
007490,Hip-Hop,10,original,Success,None,
007491,Hip-Hop,10,original,Success,None,
007492,Hip-Hop,10,original,Success,None,
007495,Post-Punk,10,original,Success,None,
007526,Pop,10,original,Success,None,
007527,Pop,10,original,Success,None,
007528,Pop,10,original,Success,None,
007529,Pop,10,original,Success,None,
007548,Avant-Garde,10,original,Success,None,
007554,Avant-Garde,10,original,Success,None,
007709,Folk,10,original,Success,None,
007710,Folk,10,original,Success,None,
007711,Folk,10,original,Success,None,
007712,Folk,10,original,Success,None,
007713,Folk,10,original,Success,None,
007872,Rock,10,original,Success,None,
008056,Garage,10,original,Success,None,
008208,Rock,10,original,Success,None,
008256,Folk,10,original,Success,None,
008259,Folk,10,original,Success,None,
008261,Folk,10,original,Success,None,
008345,Audio Collage,10,original,Success,None,
008357,Avant-Garde,10,original,Success,None,
008363,Avant-Garde,10,original,Success,None,
008372,Audio Collage,10,original,Success,None,
008416,Audio Collage,10,original,Success,None,
009152,Avant-Garde,10,original,Success,None,
009155,Noise,10,original,Success,None,
009307,Noise,10,original,Success,None,
009476,Field Recordings,10,original,Success,None,
009477,Avant-Garde,10,original,Success,None,
009491,Electro-punk,10,original,Success,None,
009505,Avant-Garde,10,original,Success,None,
009511,Psych-Rock,10,original,Success,None,
009512,International,10,original,Success,None,
009513,Lo-fi,10,original,Success,None,
009550,,10,original,Success,None,
009553,Rock,10,original,Success,None,
009555,Rock,10,original,Success,None,
009557,Rock,10,original,Success,None,
009559,Rock,10,original,Success,None,
009560,Rock,10,original,Success,None,
009678,Experimental,10,original,Success,None,
009721,Avant-Garde,10,original,Success,None,
009846,Avant-Garde,10,original,No result,None,
009887,Folk,10,original,Success,None,
009888,Folk,10,original,Success,None,
009918,Audio Collage,10,original,Success,None,
009962,Electro-Punk,10,original,Success,None,
010186,Reggae,10,original,Success,None,
010192,Hip-Hop,10,original,Success,None,
010250,Audio Collage,10,original,Success,None,
010374,Noise,10,original,Success,None,
010375,Noise,10,original,Success,None,
010376,Noise,10,original,Success,None,
010377,Noise,10,original,Success,None,
010381,Folk,10,original,Success,None,
010382,Folk,10,original,Success,None,
010383,Folk,10,original,Success,None,
010384,Folk,10,original,Success,None,
010385,Folk,10,original,Success,None,
010386,Folk,10,original,Success,None,
010387,Folk,10,original,Success,None,
010388,Folk,10,original,Success,None,
010389,Folk,10,original,Success,None,
010435,Audio Collage,10,original,Success,None,
010438,Folk,10,original,Success,None,
010439,Folk,10,original,Success,None,
010440,Folk,10,original,Success,None,
010441,Folk,10,original,Success,None,
010442,Folk,10,original,Success,None,
010443,Folk,10,original,Success,None,
010444,Folk,10,original,Success,None,
010447,Folk,10,original,Success,None,
010458,Folk,10,original,Success,None,
010480,Folk,10,original,Success,None,
010481,Folk,10,original,Success,None,
010485,Folk,10,original,Success,None,
010521,Pop,10,original,Success,None,
010527,Pop,10,original,Success,None,
010535,Psych-Rock,10,original,Success,None,
010541,Unclassifiable,10,original,Success,None,
010575,Psych-Folk,10,original,Success,None,
010577,Psych-Folk,10,original,Success,None,
010668,Industrial,10,original,Success,None,
010669,Industrial,10,original,Success,None,
010670,Industrial,10,original,Success,None,
010671,Industrial,10,original,Success,None,
010672,Industrial,10,original,Success,None,
010673,Industrial,10,original,Success,None,
010674,Industrial,10,original,Success,None,
010675,Industrial,10,original,Success,None,
010676,Industrial,10,original,Success,None,
010677,Industrial,10,original,Success,None,
010678,Folk,10,original,Success,None,
010679,Folk,10,original,Success,None,
010682,Folk,10,original,Success,None,
010684,Folk,10,original,Success,None,
010693,Hip-Hop,10,original,Success,None,
010694,Hip-Hop,10,original,Success,None,
010695,Hip-Hop,10,original,Success,None,
010696,Hip-Hop,10,original,Success,None,
010697,Hip-Hop,10,original,Success,None,
010698,Hip-Hop,10,original,Success,None,
010699,Hip-Hop,10,original,Success,None,
010805,EDM,10,original,Success,None,
010806,EDM,10,original,Success,None,
010807,EDM,10,original,Success,None,
010808,EDM,10,original,Success,None,
010809,EDM,10,original,Success,None,
010810,EDM,10,original,Success,None,
010983,Avant-Garde,10,original,Success,None,
010992,Folk,10,original,Success,None,
010993,Folk,10,original,Success,None,
011019,Audio Collage,10,original,Success,None,
011020,Audio Collage,10,original,Success,None,
011059,Folk,10,original,Success,None,
011198,Jazz,10,original,Success,None,
011199,Jazz,10,original,Success,None,
011200,Jazz,10,original,Success,None,
011204,Hip-Hop,10,original,Success,None,
011206,Jazz,10,original,Success,None,
011234,Avant-Garde,10,original,Success,None,
011237,Avant-Garde,10,original,Success,None,
011239,Avant-Garde,10,original,Success,None,
011242,Avant-Garde,10,original,Success,None,
011261,Experimental Pop,10,original,Success,None,
011262,Other,10,original,Success,None,
011264,Other,10,original,Success,None,
011268,Indie,10,original,Success,None,
011298,Hip-Hop,10,original,Success,None,
011299,Hip-Hop,10,original,Success,None,
011306,Rock,10,original,Success,None,
011333,Experimental,10,original,Success,None,
011334,Experimental,10,original,Success,None,
011503,Folk,10,original,Success,None,
011504,Folk,10,original,Success,None,
011505,Folk,10,original,Success,None,
011508,Folk,10,original,Success,None,
011544,Avant-Garde,10,original,Success,None,
011638,Electronic,10,original,Success,None,
011671,Latin America,10,original,Success,None,
011672,Latin America,10,original,Success,None,
011673,Latin America,10,original,Success,None,
011674,Latin America,10,original,Success,None,
011675,Latin America,10,original,Success,None,
011677,Latin America,10,original,Success,None,
011679,Latin America,10,original,Success,None,
011681,Latin America,10,original,Success,None,
011682,Latin America,10,original,Success,None,
011683,Latin America,10,original,Success,None,
011763,Hip-Hop,10,original,Success,None,
011764,Hip-Hop,10,original,Success,None,
011765,Hip-Hop,10,original,Success,None,
011766,Hip-Hop,10,original,Success,None,
011767,Hip-Hop,10,original,Success,None,
011768,Hip-Hop,10,original,Success,None,
011769,Hip-Hop,10,original,Success,None,
011770,Hip-Hop,10,original,Success,None,
011771,Hip-Hop,10,original,Success,None,
011772,Hip-Hop,10,original,Success,None,
011773,Hip-Hop,10,original,Success,None,
011774,Hip-Hop,10,original,Success,None,
011775,Hip-Hop,10,original,Success,None,
011776,Hip-Hop,10,original,Success,None,
011777,Hip-Hop,10,original,Success,None,
011778,Hip-Hop,10,original,Success,None,
011779,Hip-Hop,10,original,Success,None,
011780,Hip-Hop,10,original,Success,None,
011781,Hip-Hop,10,original,Success,None,
011782,Hip-Hop,10,original,Success,None,
011783,Hip-Hop,10,original,Success,None,
011784,Hip-Hop,10,original,Success,None,
011785,Hip-Hop,10,original,Success,None,
011786,Hip-Hop,10,original,Success,None,
011787,Hip-Hop,10,original,Success,None,
011788,Hip-Hop,10,original,Success,None,
011789,Hip-Hop,10,original,Success,None,
011790,Hip-Hop,10,original,Success,None,
011791,Hip-Hop,10,original,Success,None,
011792,Hip-Hop,10,original,Success,None,
011793,Hip-Hop,10,original,Success,None,
011794,Hip-Hop,10,original,Success,None,
011795,Hip-Hop,10,original,Success,None,
011803,Hip-Hop,10,original,Success,None,
011818,Hip-Hop,10,original,Success,None,
011839,Hip-Hop,10,original,Success,None,
011861,Hip-Hop,10,original,Success,None,
011862,Hip-Hop,10,original,Success,None,
011867,Hip-Hop,10,original,Success,None,
011868,Hip-Hop,10,original,Success,None,
011916,Hip-Hop,10,original,Success,None,
011917,Hip-Hop,10,original,Success,None,
011918,Hip-Hop,10,original,Success,None,
011919,Hip-Hop,10,original,Success,None,
011920,Hip-Hop,10,original,Success,None,
011921,Hip-Hop,10,original,Success,None,
011922,Hip-Hop,10,original,Success,None,
011933,Rock,10,original,Success,None,
011937,Pop,10,original,Success,None,
011942,Drum and Bass,10,original,Success,None,
011946,Patriotic,10,original,Success,None,
011947,Patriotic,10,original,Success,None,
011951,Patriotic,10,original,Success,None,
012045,Folk,10,original,Success,None,
012046,Folk,10,original,Success,None,
012047,Folk,10,original,Success,None,
012048,Folk,10,original,Success,None,
012049,Folk,10,original,Success,None,
012050,Folk,10,original,Success,None,
012051,Folk,10,original,Success,None,
012052,Folk,10,original,Success,None,
012053,Folk,10,original,Success,None,
012058,Folk,10,original,Success,None,
012059,Folk,10,original,Success,None,
012060,Folk,10,original,No result,None,
012061,Folk,10,original,No result,None,
012062,Folk,10,original,No result,None,
012064,Folk,10,original,No result,None,
012065,Folk,10,original,No result,None,
012066,Folk,10,original,No result,None,
012067,Folk,10,original,No result,None,
012109,International,10,original,No result,None,
012146,Electronic,10,original,No result,None,
012147,Electronic,10,original,No result,None,
012173,Beat Music,10,original,No result,None,
012174,Beat Music,10,original,No result,None,
012179,Beat Music,10,original,No result,None,
012188,Beat Music,10,original,No result,None,
012189,Beat Music,10,original,No result,None,
012346,Electroacoustic,10,original,No result,None,
012348,Psych-Folk,10,original,No result,None,
012349,Psych-Folk,10,original,No result,None,
012350,Psych-Folk,10,original,No result,None,
012351,Psych-Folk,10,original,No result,None,
012352,Psych-Folk,10,original,No result,None,
012353,Psych-Folk,10,original,No result,None,
012355,Psych-Folk,10,original,No result,None,
012376,Pop,10,original,No result,None,
012387,Pop,10,original,No result,None,
012390,Pop,10,original,No result,None,
012394,Hip-Hop,10,original,No result,None,
012481,Folk,10,original,No result,None,
012482,Folk,10,original,No result,None,
012484,Folk,10,original,No result,None,
012485,Folk,10,original,No result,None,
012486,Folk,10,original,No result,None,
012487,Folk,10,original,No result,None,
012488,Folk,10,original,No result,None,
012489,Folk,10,original,No result,None,
012490,Folk,10,original,No result,None,
000002,Hip-Hop,5,original,Success,None,
000005,Hip-Hop,5,original,Success,None,
000010,Pop,5,original,Success,None,
000140,Folk,5,original,Success,None,
000141,Folk,5,original,Success,None,
000148,Revival,5,original,Success,None,
000182,Lo-fi,5,original,Success,None,
000190,Folk,5,original,Success,None,
000193,Folk,5,original,Success,None,
000194,Folk,5,original,Success,None,
000197,Folk,5,original,Success,None,
000200,Folk,5,original,Success,None,
000203,Folk,5,original,Success,None,
000204,Folk,5,original,Success,None,
000207,Folk,5,original,Success,None,
000210,Folk,5,original,Success,None,
000211,Folk,5,original,Success,None,
000212,Folk,5,original,Success,None,
000213,Pop,5,original,Success,None,
000255,Pop,5,original,Success,None,
000256,Metal,5,original,Success,None,
000368,Tecno,5,original,Success,None,
000424,Avant-Garde,5,original,Success,None,
000459,Krautrock,5,original,Success,None,
000534,Folk,5,original,Success,None,
000540,Folk,5,original,Success,None,
000546,Folk,5,original,Success,None,
000574,Punk,5,original,Success,None,
000602,Folk,5,original,Success,None,
000615,Electroacoustic,5,original,No result,None,
000620,Folk,5,original,Success,None,
000621,Folk,5,original,Success,None,
000625,Folk,5,original,Success,None,
000666,Reggae,5,original,Success,None,
000667,Reggae,5,original,Success,None,
000676,Hip-Hop,5,original,Success,None,
000690,Rock,5,original,Success,None,
000694,Hip-Hop,5,original,Success,None,
000695,Hip-Hop,5,original,Success,None,
000704,Latin,5,original,Success,None,
000705,Latin,5,original,Success,None,
000706,Latin,5,original,Success,None,
000707,Latin,5,original,Success,None,
000708,Latin,5,original,Success,None,
000709,Latin,5,original,Success,None,
000714,Folk,5,original,Success,None,
000715,Folk,5,original,Success,None,
000716,Folk,5,original,Success,None,
000718,Folk,5,original,Success,None,
000777,Rock,5,original,Success,None,
000814,Folk,5,original,Success,None,
000821,Pop,5,original,Success,None,
000822,Pop,5,original,Success,None,
000825,Rock,5,original,Success,None,
000853,International,5,original,Success,None,
000890,Free Folk,5,original,Success,None,
000892,Free Folk,5,original,Success,None,
000897,Noise,5,original,Success,None,
000993,Rock,5,original,Success,None,
000995,Noise,5,original,Success,None,
000997,Noise,5,original,Success,None,
000998,Noise,5,original,Success,None,
001039,Other,5,original,Success,None,
001040,Rock,5,original,Success,None,
001066,Electronic,5,original,Success,None,
001069,Electronic,5,original,Success,None,
001073,Electronic,5,original,Success,None,
001075,Electronic,5,original,Success,None,
001082,International,5,original,Success,None,
001083,Avant-Garde,5,original,Success,None,
001087,Rock,5,original,Success,None,
001102,Rock,5,original,Success,None,
001193,Folk,5,original,Success,None,
001195,Folk,5,original,Success,None,
001196,Folk,5,original,Success,None,
001197,Folk,5,original,Success,None,
001249,Noise,5,original,Success,None,
001259,Noise,5,original,Success,None,
001270,Punk,5,original,Success,None,
001276,Plunderphonic,5,original,Success,None,
001277,Plunderphonic,5,original,Success,None,
001278,Audio Collage,5,original,Success,None,
001417,Rock,5,original,Success,None,
001427,Rock,5,original,Success,None,
001443,Drone,5,original,Success,None,
001482,Electronic,5,original,Success,None,
001510,Noise,5,original,Success,None,
001544,Folk,5,original,Success,None,
001642,Pop,5,original,Success,None,
001644,Pop,5,original,Success,None,
001649,Pop,5,original,Success,None,
001661,Pop,5,original,Success,None,
001663,Pop,5,original,Success,None,
001666,Pop,5,original,Success,None,
001673,Field Recording,5,original,Success,None,
001680,International,5,original,Success,None,
001681,International,5,original,Success,None,
001682,International,5,original,Success,None,
001683,International,5,original,Success,None,
001684,International,5,original,Success,None,
001685,International,5,original,Success,None,
001686,International,5,original,Success,None,
001687,International,5,original,Success,None,
001688,International,5,original,Success,None,
001689,International,5,original,Success,None,
001701,Folk,5,original,Success,None,
001702,Folk,5,original,Success,None,
001703,Folk,5,original,Success,None,
001704,Folk,5,original,Success,None,
001706,Rock,5,original,Success,None,
001720,Psych-Rock,5,original,Success,None,
001732,Experimental,5,original,Success,None,
001733,Experimental,5,original,Success,None,
001735,Experimental,5,original,Success,None,
001736,Experimental,5,original,Success,None,
001883,Rock,5,original,Success,None,
001891,Rock,5,original,Success,None,
001893,Folk,5,original,Success,None,
001924,Folk,5,original,Success,None,
001925,Folk,5,original,Success,None,
001929,Electronic,5,original,Success,None,
001930,Progressive,5,original,Success,None,
002012,Rock,5,original,Success,None,
002096,Experimental,5,original,Success,None,
002097,Folk,5,original,Success,None,
002099,Pop,5,original,Success,None,
003263,Folk,5,original,Success,None,
003264,Folk,5,original,Success,None,
003265,Folk,5,original,Success,None,
003266,Folk,5,original,Success,None,
003270,Folk,5,original,Success,None,
003271,Folk,5,original,Success,None,
003272,Folk,5,original,Success,None,
003273,Folk,5,original,Success,None,
003274,Folk,5,original,Success,None,
003492,Rock,5,original,Success,None,
003532,Pop,5,original,Success,None,
003533,Pop,5,original,Success,None,
003534,Pop,5,original,Success,None,
003535,Pop,5,original,Success,None,
003537,Pop,5,original,Success,None,
003538,Pop,5,original,Success,None,
003573,Electronic,5,original,Success,None,
003598,Folk,5,original,Success,None,
003624,Punk,5,original,Success,None,
003707,Folk,5,original,Success,None,
003708,Folk,5,original,Success,None,
003720,Rock,5,original,Success,None,
003721,Rock,5,original,Success,None,
003722,Rock,5,original,Success,None,
003724,Rock,5,original,Success,None,
003725,Rock,5,original,Success,None,
003761,Rock,5,original,Success,None,
003762,Rock,5,original,Success,None,
003763,Rock,5,original,Success,None,
003765,Rock,5,original,Success,None,
003766,Rock,5,original,Success,None,
003775,Latin,5,original,Success,None,
003776,Latin,5,original,Success,None,
003777,Latin,5,original,Success,None,
003778,Latin,5,original,Success,None,
003779,Latin,5,original,Success,None,
003832,Folk,5,original,Success,None,
003833,Rock,5,original,Success,None,
003840,Rock,5,original,Success,None,
003880,Folk,5,original,Success,None,
003895,Balkan,5,original,Success,None,
003896,Balkan,5,original,Success,None,
003904,Folk,5,original,Success,None,
003905,Folk,5,original,Success,None,
003906,Folk,5,original,Success,None,
003908,Folk,5,original,Success,None,
003909,Folk,5,original,Success,None,
003910,Folk,5,original,Success,None,
003911,Folk,5,original,Success,None,
003912,Folk,5,original,Success,None,
003913,Folk,5,original,Success,None,
003920,Folk,5,original,Success,None,
003921,Folk,5,original,Success,None,
003950,Garage,5,original,Success,None,
004013,Folk,5,original,Success,None,
004017,Folk,5,original,Success,None,
004022,Hardcore,5,original,Success,None,
004037,Other,5,original,Success,None,
004066,Psych-Folk,5,original,Success,None,
004067,Psych-Folk,5,original,Success,None,
004068,Psych-Folk,5,original,Success,None,
004069,Psych-Folk,5,original,Success,None,
004070,Latin America,5,original,Success,None,
004071,Latin America,5,original,Success,None,
004072,Latin America,5,original,Success,None,
004073,Latin America,5,original,Success,None,
004074,Latin America,5,original,Success,None,
004075,Latin America,5,original,Success,None,
004076,Latin America,5,original,Success,None,
004077,Latin America,5,original,Success,None,
004078,Latin America,5,original,Success,None,
004079,Latin America,5,original,Success,None,
004080,Latin America,5,original,Success,None,
004091,International,5,original,Success,None,
004092,International,5,original,Success,None,
004093,International,5,original,Success,None,
004094,International,5,original,Success,None,
004095,International,5,original,Success,None,
004096,International,5,original,Success,None,
004097,International,5,original,Success,None,
004098,International,5,original,Success,None,
004099,International,5,original,Success,None,
004100,International,5,original,Success,None,
004101,International,5,original,Success,None,
004102,International,5,original,Success,None,
004103,International,5,original,Success,None,
004108,Rock,5,original,Success,None,
004232,Ethnic,5,original,Success,None,
004233,Ethnic,5,original,Success,None,
004234,Ethnic,5,original,Success,None,
004235,Ethnic,5,original,Success,None,
004236,Ethnic,5,original,Success,None,
004239,Ethnic,5,original,Success,None,
004450,Folk,5,original,Success,None,
004507,French,5,original,Success,None,
004508,French,5,original,Success,None,
004509,French,5,original,Success,None,
004510,French,5,original,Success,None,
004511,French,5,original,Success,None,
004519,Electronic,5,original,Success,None,
004520,Electronic,5,original,Success,None,
004521,Electronic,5,original,Success,None,
004522,Electronic,5,original,Success,None,
004682,Hip-Hop,5,original,Success,None,
004684,Hip-Hop,5,original,Success,None,
004685,Hip-Hop,5,original,Success,None,
004688,Hip-Hop,5,original,Success,None,
004777,Rock,5,original,Success,None,
004778,Rock,5,original,Success,None,
004779,Rock,5,original,Success,None,
004780,Rock,5,original,Success,None,
004781,Rock,5,original,Success,None,
004782,Rock,5,original,Success,None,
004784,Rock,5,original,Success,None,
004785,Rock,5,original,Success,None,
004786,Rock,5,original,Success,None,
004787,Rock,5,original,Success,None,
004788,Rock,5,original,Success,None,
004799,Rock,5,original,Success,None,
004835,Rock,5,original,Success,None,
004836,Rock,5,original,Success,None,
004838,Rock,5,original,Success,None,
004846,Middle East,5,original,Success,None,
004848,Middle East,5,original,Success,None,
004849,Middle East,5,original,Success,None,
005006,Punk,5,original,Success,None,
005156,Folk,5,original,Success,None,
005157,Folk,5,original,Success,None,
005158,Folk,5,original,Success,None,
005159,Folk,5,original,Success,None,
005169,Folk,5,original,Success,None,
005170,Folk,5,original,Success,None,
005171,Folk,5,original,Success,None,
005191,Pop,5,original,Success,None,
005264,Hip-Hop,5,original,Success,None,
005268,Hip-Hop,5,original,Success,None,
005376,Folk,5,original,Success,None,
005381,Folk,5,original,Success,None,
005521,Tecno,5,original,Success,None,
005879,Freak-folk,5,original,Success,None,
005936,Acoustic,5,original,Success,None,
005940,Accoustic,5,original,Success,None,
006329,International,5,original,Success,None,
006330,International,5,original,Success,None,
006331,International,5,original,Success,None,
006332,International,5,original,Success,None,
006333,International,5,original,Success,None,
006342,International,5,original,Success,None,
006354,International,5,original,Success,None,
006357,International,5,original,Success,None,
006358,International,5,original,Success,None,
006360,International,5,original,Success,None,
006363,International,5,original,Success,None,
006366,International,5,original,Success,None,
006367,International,5,original,Success,None,
006368,International,5,original,Success,None,
006370,International,5,original,Success,None,
006372,International,5,original,Success,None,
006373,International,5,original,Success,None,
006376,International,5,original,Success,None,
006379,International,5,original,Success,None,
006380,International,5,original,Success,None,
006381,International,5,original,Success,None,
006382,International,5,original,Success,None,
006383,International,5,original,Success,None,
006385,International,5,original,Success,None,
006387,International,5,original,Success,None,
006389,International,5,original,Success,None,
006390,International,5,original,Success,None,
006393,International,5,original,Success,None,
006394,International,5,original,Success,None,
006396,International,5,original,Success,None,
006406,Psych-Folk,5,original,Success,None,
006407,Psych-Folk,5,original,Success,None,
006439,Hip-Hop,5,original,Success,None,
006440,Hip-Hop,5,original,Success,None,
006442,Hip-Hop,5,original,Success,None,
006443,Hip-Hop,5,original,Success,None,
006448,Hip-Hop,5,original,Success,None,
006459,International,5,original,Success,None,
006461,Folk,5,original,Success,None,
006463,Folk,5,original,Success,None,
006467,Folk,5,original,Success,None,
006469,International,5,original,Success,None,
006517,Rock,5,original,Success,None,
006519,Rock,5,original,Success,None,
006603,Hip-Hop,5,original,Success,None,
006605,Hip-Hop,5,original,Success,None,
006606,Hip-Hop,5,original,Success,None,
006607,Hip-Hop,5,original,Success,None,
006608,Hip-Hop,5,original,Success,None,
006609,Hip-Hop,5,original,Success,None,
006610,Hip-Hop,5,original,Success,None,
006611,Hip-Hop,5,original,Success,None,
006674,Noise,5,original,Success,None,
006675,Noise,5,original,Success,None,
006677,Noise,5,original,Success,None,
006679,Noise,5,original,Success,None,
006680,Noise,5,original,Success,None,
006684,Noise,5,original,Success,None,
006762,Folk,5,original,Success,None,
006776,Death-Metal,5,original,Success,None,
006778,Death-Metal,5,original,Success,None,
006779,Folk,5,original,Success,None,
006782,Folk,5,original,Success,None,
006783,Folk,5,original,Success,None,
006788,Other,5,original,Success,None,
006802,International,5,original,Success,None,
006803,International,5,original,Success,None,
006854,Folk,5,original,Success,None,
006855,Folk,5,original,Success,None,
006856,Folk,5,original,Success,None,
006857,Psych-Folk,5,original,Success,None,
007011,Electronic,5,original,Success,None,
007373,Audio Collage,5,original,Success,None,
